9.775000000000000000e+02,1.000000000000000000e+00
9.352500000000000000e+02,1.000000000000000000e+00
9.835000000000000000e+02,1.000000000000000000e+00
9.355000000000000000e+02,1.000000000000000000e+00
9.827500000000000000e+02,1.000000000000000000e+00
9.375000000000000000e+02,1.000000000000000000e+00
9.812500000000000000e+02,1.000000000000000000e+00
9.332500000000000000e+02,1.000000000000000000e+00
9.802500000000000000e+02,1.000000000000000000e+00
9.350000000000000000e+02,1.000000000000000000e+00
9.500000000000000000e+02,1.000000000000000000e+00
9.697500000000000000e+02,1.000000000000000000e+00
9.370000000000000000e+02,1.000000000000000000e+00
9.810000000000000000e+02,1.000000000000000000e+00
9.340000000000000000e+02,1.000000000000000000e+00
9.835000000000000000e+02,1.000000000000000000e+00
9.385000000000000000e+02,1.000000000000000000e+00
9.787500000000000000e+02,1.000000000000000000e+00
9.347500000000000000e+02,1.000000000000000000e+00
9.720000000000000000e+02,1.000000000000000000e+00
9.507500000000000000e+02,1.000000000000000000e+00
9.340000000000000000e+02,1.000000000000000000e+00
9.807500000000000000e+02,1.000000000000000000e+00
9.395000000000000000e+02,1.000000000000000000e+00
9.820000000000000000e+02,1.000000000000000000e+00
9.342500000000000000e+02,1.000000000000000000e+00
9.807500000000000000e+02,1.000000000000000000e+00
9.320000000000000000e+02,1.000000000000000000e+00
9.845000000000000000e+02,1.000000000000000000e+00
9.360000000000000000e+02,1.000000000000000000e+00
9.787500000000000000e+02,1.000000000000000000e+00
9.332500000000000000e+02,1.000000000000000000e+00
9.807500000000000000e+02,1.000000000000000000e+00
9.362500000000000000e+02,1.000000000000000000e+00
9.480000000000000000e+02,1.000000000000000000e+00
9.702500000000000000e+02,1.000000000000000000e+00
9.450000000000000000e+02,1.000000000000000000e+00
9.700000000000000000e+02,1.000000000000000000e+00
9.345000000000000000e+02,1.000000000000000000e+00
9.835000000000000000e+02,1.000000000000000000e+00
9.352500000000000000e+02,1.000000000000000000e+00
9.820000000000000000e+02,1.000000000000000000e+00
9.332500000000000000e+02,1.000000000000000000e+00
9.842500000000000000e+02,1.000000000000000000e+00
9.377500000000000000e+02,1.000000000000000000e+00
5.994095850000000000e+07,1.000000000000000000e+00
9.590000000000000000e+02,1.000000000000000000e+00
9.375000000000000000e+02,1.000000000000000000e+00
9.795000000000000000e+02,1.000000000000000000e+00
9.370000000000000000e+02,1.000000000000000000e+00
9.847500000000000000e+02,1.000000000000000000e+00
9.345000000000000000e+02,1.000000000000000000e+00
9.817500000000000000e+02,1.000000000000000000e+00
9.317500000000000000e+02,1.000000000000000000e+00
9.807500000000000000e+02,1.000000000000000000e+00
9.340000000000000000e+02,1.000000000000000000e+00
9.805000000000000000e+02,1.000000000000000000e+00
9.395000000000000000e+02,1.000000000000000000e+00
9.477500000000000000e+02,1.000000000000000000e+00
9.712500000000000000e+02,1.000000000000000000e+00
9.322500000000000000e+02,1.000000000000000000e+00
9.810000000000000000e+02,1.000000000000000000e+00
9.332500000000000000e+02,1.000000000000000000e+00
9.815000000000000000e+02,1.000000000000000000e+00
9.345000000000000000e+02,1.000000000000000000e+00
9.862500000000000000e+02,1.000000000000000000e+00
9.342500000000000000e+02,1.000000000000000000e+00
9.835000000000000000e+02,1.000000000000000000e+00
9.342500000000000000e+02,1.000000000000000000e+00
9.710000000000000000e+02,1.000000000000000000e+00
9.460000000000000000e+02,1.000000000000000000e+00
9.575000000000000000e+02,1.000000000000000000e+00
9.560000000000000000e+02,1.000000000000000000e+00
9.375000000000000000e+02,1.000000000000000000e+00
9.807500000000000000e+02,1.000000000000000000e+00
9.367500000000000000e+02,1.000000000000000000e+00
9.817500000000000000e+02,1.000000000000000000e+00
9.375000000000000000e+02,1.000000000000000000e+00
9.822500000000000000e+02,1.000000000000000000e+00
9.355000000000000000e+02,1.000000000000000000e+00
9.635000000000000000e+02,1.000000000000000000e+00
9.580000000000000000e+02,1.000000000000000000e+00
9.565000000000000000e+02,1.000000000000000000e+00
9.592500000000000000e+02,1.000000000000000000e+00
